Turbo Boost disabled for all CPUs
2
../quartz/scripts/../build/src/lib/libnvmemul.so
../quartz/scripts/../nvmemul.ini

===== B-Tree App Output =====

NOT FOUND 879854226107424288, t = (nil)
NOT FOUND 3646398251358738756, t = (nil)
NOT FOUND 237141991838265465, t = (nil)
NOT FOUND 842761015079388327, t = (nil)
NOT FOUND 6440367845676744159, t = (nil)
NOT FOUND 5403816143626953659, t = (nil)
NOT FOUND 9051010094986341395, t = (nil)
NOT FOUND 3861042833445767235, t = (nil)
NOT FOUND 6737303186148861790, t = (nil)
NOT FOUND 1748853006422545687, t = (nil)
NOT FOUND 896720945349880706, t = (nil)
NOT FOUND 2700249943647466198, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 3941567439443655386, t = (nil)
NOT FOUND 7047690893268657564, t = (nil)
NOT FOUND 7204687602488798985, t = (nil)
NOT FOUND 7879674254467395209, t = (nil)
NOT FOUND 4377662032209474012, t = (nil)
NOT FOUND 7997631723546897931, t = (nil)
NOT FOUND 1161110572190183989, t = (nil)
NOT FOUND 4746336365900532207, t = (nil)
NOT FOUND 7357693929200848911, t = (nil)
NOT FOUND 6983895202080572821, t = (nil)
NOT FOUND 9065115473135132461, t = (nil)
NOT FOUND 1414693571760656997, t = (nil)
NOT FOUND 7722796941731037923, t = (nil)
NOT FOUND 8968593287528128420, t = (nil)
NOT FOUND 8065071636930245207, t = (nil)
NOT FOUND 4710858949606084608, t = (nil)
NOT FOUND 2751360711379730602, t = (nil)
NOT FOUND 8725771797929728607, t = (nil)
NOT FOUND 6715587109555916493, t = (nil)
NOT FOUND 7380724989759459364, t = (nil)
NOT FOUND 536603489616256900, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 5734656546097613443, t = (nil)
NOT FOUND 7518356289990583794, t = (nil)
NOT FOUND 3534253416108452155, t = (nil)
NOT FOUND 2337546528241635594, t = (nil)
NOT FOUND 4730239880609223967, t = (nil)
NOT FOUND 3575840167974488152, t = (nil)
NOT FOUND 2236505046107987921, t = (nil)
NOT FOUND 3843327686366502057, t = (nil)
NOT FOUND 8612297514587581943, t = (nil)
NOT FOUND 6964629848862859754, t = (nil)
NOT FOUND 2854276666362528892, t = (nil)
NOT FOUND 7744090987625886392, t = (nil)
NOT FOUND 68060776822244222, t = (nil)
NOT FOUND 9015232603932060159, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 8630831546982295383, t = (nil)
NOT FOUND 8435648685682273864, t = (nil)
NOT FOUND 2868284317820087266, t = (nil)
NOT FOUND 7357174356359773599, t = (nil)
NOT FOUND 8898467808007417289, t = (nil)
NOT FOUND 7350658078024822536, t = (nil)
NOT FOUND 8738434573942714329, t = (nil)
NOT FOUND 3017085040879796126, t = (nil)
NOT FOUND 3772266824592951457, t = (nil)
NOT FOUND 1845365461506142042, t = (nil)
NOT FOUND 2180317541520618037, t = (nil)
NOT FOUND 5420677899480749685, t = (nil)
NOT FOUND 6823704264952642661, t = (nil)
NOT FOUND 5637565486311428926, t = (nil)
NOT FOUND 190858144566154309, t = (nil)
NOT FOUND 8561510074359970789, t = (nil)
NOT FOUND 5006385828709186757, t = (nil)
NOT FOUND 2690629099726599648, t = (nil)
NOT FOUND 1533459604345347704, t = (nil)
NOT FOUND 5183797049413977227, t = (nil)
NOT FOUND 1258117059013989592, t = (nil)
NOT FOUND 8267169313479504457, t = (nil)
NOT FOUND 5323346007913633563, t = (nil)
NOT FOUND 4548042866198404305, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 3834328079959151675, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 6435648805732386169, t = (nil)
NOT FOUND 7825456483418943354, t = (nil)
NOT FOUND 4811968299359589719, t = (nil)
NOT FOUND 6094582999545147071, t = (nil)
NOT FOUND 3429849520411323343, t = (nil)
NOT FOUND 4635431331030198265, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 8781253885640081610, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 43417460802372389, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 896568533077091290, t = (nil)
NOT FOUND 7671255872283796409, t = (nil)
NOT FOUND 7452833576438838469, t = (nil)
NOT FOUND 4964060471016973606, t = (nil)
NOT FOUND 6740700512082969693, t = (nil)
NOT FOUND 5768474700328443198, t = (nil)
NOT FOUND 2316506331048424200, t = (nil)
NOT FOUND 302784414583687426, t = (nil)
NOT FOUND 4641417601123887674, t = (nil)
NOT FOUND 8074040248636715695, t = (nil)
NOT FOUND 65842580718265545, t = (nil)
NOT FOUND 6331252371652752888, t = (nil)
NOT FOUND 4322868226064358103, t = (nil)
NOT FOUND 2226259051140197259, t = (nil)
NOT FOUND 7193326180743572392, t = (nil)
NOT FOUND 7827606604699326977, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 6516898673943179749, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2245422549427773486, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 520178878513934454, t = (nil)
NOT FOUND 3348343096286440806, t = (nil)
NOT FOUND 4592072394031999422, t = (nil)
NOT FOUND 6908048799736608650, t = (nil)
NOT FOUND 3664730982877373113, t = (nil)
NOT FOUND 2590100124567960684, t = (nil)
NOT FOUND 4620235132975453262, t = (nil)
NOT FOUND 3660533482303766653, t = (nil)
NOT FOUND 5340236428305021852, t = (nil)
NOT FOUND 3193343090132396136, t = (nil)
NOT FOUND 5071350341958895240, t = (nil)
NOT FOUND 1080942329541352477, t = (nil)
NOT FOUND 7546271146159086700, t = (nil)
NOT FOUND 1922997295783224545, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2390729611145105906, t = (nil)
NOT FOUND 6844910036484373803, t = (nil)
NOT FOUND 3385507310121313517, t = (nil)
NOT FOUND 877199724192249366, t = (nil)
NOT FOUND 7694511198941247290, t = (nil)
NOT FOUND 965085476363214733, t = (nil)
NOT FOUND 7366062257486768587, t = (nil)
NOT FOUND 2148797503315891125, t = (nil)
NOT FOUND 225759825869499530, t = (nil)
NOT FOUND 1352387799437361029, t = (nil)
NOT FOUND 4572880923900997401, t = (nil)
NOT FOUND 1542631207182110540, t = (nil)
NOT FOUND 3551254256583350031, t = (nil)
NOT FOUND 3803523705987574355, t = (nil)
NOT FOUND 6091704302733671685, t = (nil)
NOT FOUND 2644266877607772041, t = (nil)
NOT FOUND 8454838013301985560, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 1695507657146757746, t = (nil)
NOT FOUND 272220809153191581, t = (nil)
NOT FOUND 2464025876542201284, t = (nil)
NOT FOUND 1668103291215420159, t = (nil)
NOT FOUND 826787115091511405, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 8288260969299781769, t = (nil)
NOT FOUND 3511602292940634571, t = (nil)
NOT FOUND 621413392941797096, t = (nil)
NOT FOUND 6468599817363165571, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 1544327536551813915, t = (nil)
NOT FOUND 6334927239444876015, t = (nil)
NOT FOUND 4905953790553471010, t = (nil)
NOT FOUND 9101248136582405811, t = (nil)
NOT FOUND 7216506868757845022, t = (nil)
NOT FOUND 3174536194082365497, t = (nil)
NOT FOUND 1029125976026932786, t = (nil)
NOT FOUND 7728160044700146960, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 5635593136949285531, t = (nil)
NOT FOUND 5343997172551980514, t = (nil)
NOT FOUND 2854089554702166559, t = (nil)
NOT FOUND 7825196543782507565, t = (nil)
NOT FOUND 3105989639589276803, t = (nil)
NOT FOUND 5959388504718463145, t = (nil)
NOT FOUND 3736793307219896825, t = (nil)
NOT FOUND 9132138285886928041, t = (nil)
NOT FOUND 1025961236339432107, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 6359838653119630319, t = (nil)
NOT FOUND 4686787987340494336, t = (nil)
NOT FOUND 9109498110523183458, t = (nil)
NOT FOUND 1739914413728015349, t = (nil)
NOT FOUND 2387411514795415499, t = (nil)
NOT FOUND 3939665041766354837, t = (nil)
NOT FOUND 6328910054614419797, t = (nil)
NOT FOUND 5720214931550238790, t = (nil)
NOT FOUND 5360375758948493475, t = (nil)
NOT FOUND 8962519435720914047, t = (nil)
NOT FOUND 2638774350180068903, t = (nil)
NOT FOUND 8196520489647843520, t = (nil)
NOT FOUND 4811968299359589719, t = (nil)
NOT FOUND 6770842531482832398, t = (nil)
NOT FOUND 7653668673641573349, t = (nil)
NOT FOUND 7258563164556335483, t = (nil)
NOT FOUND 4854322667206004742, t = (nil)
NOT FOUND 8827644841694680044, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 8913046312126680997, t = (nil)
NOT FOUND 2096582028973578673, t = (nil)
NOT FOUND 4969593228407597625, t = (nil)
NOT FOUND 3252125142126572437, t = (nil)
NOT FOUND 8176110544749849778, t = (nil)
NOT FOUND 7704723660903822511, t = (nil)
NOT FOUND 4559037957118327468, t = (nil)
NOT FOUND 9007668076648742292, t = (nil)
NOT FOUND 3497351788151977701, t = (nil)
NOT FOUND 350092241161501738, t = (nil)
NOT FOUND 4038658074998281529, t = (nil)
NOT FOUND 6024010537992478809, t = (nil)
NOT FOUND 897968472316206814, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 5864275867912858880, t = (nil)
NOT FOUND 5179722637450686344, t = (nil)
NOT FOUND 8182562706876461977, t = (nil)
NOT FOUND 1807771408820920096, t = (nil)
NOT FOUND 1664169760900340732, t = (nil)
NOT FOUND 4944708629331216788, t = (nil)
NOT FOUND 5768432399564296249, t = (nil)
NOT FOUND 7723215329962538577, t = (nil)
NOT FOUND 3589630076156183808, t = (nil)
NOT FOUND 1092480634421081638, t = (nil)
NOT FOUND 4407906746404218645, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 3416829274571771988, t = (nil)
NOT FOUND 8307162227613970530, t = (nil)
NOT FOUND 307933456758635745, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6243569642935875702, t = (nil)
NOT FOUND 6245203407197638789, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 5312686685092118587, t = (nil)
NOT FOUND 8176110544749849778, t = (nil)
NOT FOUND 797171646943307498, t = (nil)
NOT FOUND 2802839336597327536, t = (nil)
NOT FOUND 3962574228804105819, t = (nil)
NOT FOUND 4734795249492632070, t = (nil)
NOT FOUND 4078174734038540129, t = (nil)
NOT FOUND 9211111551799003271, t = (nil)
NOT FOUND 3103767816827473206, t = (nil)
NOT FOUND 8669085985144159797, t = (nil)
NOT FOUND 3680891112318055285, t = (nil)
NOT FOUND 7885314415271358354, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 4717124006642194565, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 464240237541165840, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 1910090801550902913, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 7417944857625151381, t = (nil)
NOT FOUND 233955224744585850, t = (nil)
NOT FOUND 5874651511900554548, t = (nil)
NOT FOUND 5857962270705612356, t = (nil)
NOT FOUND 1717667207335922437, t = (nil)
NOT FOUND 6125439081394709569, t = (nil)
NOT FOUND 6875469951083428430, t = (nil)
NOT FOUND 6468599817363165571, t = (nil)
NOT FOUND 7091130704532843788, t = (nil)
NOT FOUND 3497351788151977701, t = (nil)
NOT FOUND 2975700657178061931, t = (nil)
NOT FOUND 4807342051286676825, t = (nil)
NOT FOUND 1322606092145087769, t = (nil)
NOT FOUND 999447692591130221, t = (nil)
NOT FOUND 6684256618301780652, t = (nil)
NOT FOUND 6386213113890716343, t = (nil)
NOT FOUND 8511824755545926749, t = (nil)
NOT FOUND 2567686755712410885, t = (nil)
NOT FOUND 5842839354599029482, t = (nil)
NOT FOUND 345107174658209013, t = (nil)
NOT FOUND 5933824080852597935, t = (nil)
NOT FOUND 309774098689127137, t = (nil)
NOT FOUND 4386537198526756546, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 670402970593635210, t = (nil)
NOT FOUND 1587926505579953303, t = (nil)
NOT FOUND 2840264837285940977, t = (nil)
NOT FOUND 6501623152386912841, t = (nil)
NOT FOUND 7032584916131177912, t = (nil)
NOT FOUND 8933490352073529667, t = (nil)
NOT FOUND 8753464542719998098, t = (nil)
NOT FOUND 73266427828889508, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 2427845435725347537, t = (nil)
NOT FOUND 7478899899093053953, t = (nil)
NOT FOUND 6473534731549441619, t = (nil)
NOT FOUND 2088162750981138117, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2709593246386706961, t = (nil)
NOT FOUND 268049794972794789, t = (nil)
NOT FOUND 2012557929987633940, t = (nil)
NOT FOUND 7849857687045646858, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6972312847063907467, t = (nil)
NOT FOUND 1537122009041045391, t = (nil)
NOT FOUND 7546291346711840193, t = (nil)
NOT FOUND 7061172903450054603, t = (nil)
NOT FOUND 6226913164440966522, t = (nil)
NOT FOUND 8359572808126693370, t = (nil)
NOT FOUND 5298329214943152082, t = (nil)
NOT FOUND 5183416468583943561, t = (nil)
NOT FOUND 2930742876292628031, t = (nil)
NOT FOUND 7287438133115646918, t = (nil)
NOT FOUND 8644662861166032702, t = (nil)
NOT FOUND 2902492438213990639, t = (nil)
NOT FOUND 2698878053227110602, t = (nil)
NOT FOUND 3014015556955180073, t = (nil)
NOT FOUND 988114216612303127, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 8501379875569611648, t = (nil)
NOT FOUND 3193019787280006304, t = (nil)
NOT FOUND 2128889182842687859, t = (nil)
NOT FOUND 5560461114857451892, t = (nil)
NOT FOUND 8399944771501323411, t = (nil)
NOT FOUND 3096203263422554938, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2400385174765411529, t = (nil)
NOT FOUND 6169161480306014207, t = (nil)
NOT FOUND 5788298806168446783, t = (nil)
NOT FOUND 6944550372119710790, t = (nil)
NOT FOUND 1388642090060021994, t = (nil)
NOT FOUND 1264515080246019948, t = (nil)
NOT FOUND 6942444567717184799, t = (nil)
NOT FOUND 2055060211225783167, t = (nil)
NOT FOUND 6730575926423154990, t = (nil)
NOT FOUND 7573299543941216711, t = (nil)
NOT FOUND 2422095253831997782, t = (nil)
NOT FOUND 2664150143764739754, t = (nil)
NOT FOUND 2651886243830508890, t = (nil)
NOT FOUND 3624078705856124180, t = (nil)
NOT FOUND 2442207005426221860, t = (nil)
NOT FOUND 6308090575186722365, t = (nil)
NOT FOUND 79732026178833636, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 6375465597512242014, t = (nil)
NOT FOUND 2035797079682541094, t = (nil)
NOT FOUND 2106070638421591235, t = (nil)
NOT FOUND 122538790392032542, t = (nil)
NOT FOUND 4995531680777678252, t = (nil)
NOT FOUND 5424080035359870184, t = (nil)
NOT FOUND 2114455215002974363, t = (nil)
NOT FOUND 3589698389535292523, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7404936879260816265, t = (nil)
NOT FOUND 2714718897209939337, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 4338249398163326341, t = (nil)
NOT FOUND 940539326380403174, t = (nil)
NOT FOUND 5672072731642267228, t = (nil)
NOT FOUND 1844401687182782567, t = (nil)
NOT FOUND 8034672755068293727, t = (nil)
NOT FOUND 1692599626904848604, t = (nil)
NOT FOUND 4029459759269299147, t = (nil)
NOT FOUND 7154849031498966821, t = (nil)
NOT FOUND 2839212542042098377, t = (nil)
NOT FOUND 9168003475569777219, t = (nil)
NOT FOUND 5403997197520175366, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 5669937601601314805, t = (nil)
NOT FOUND 1998922782404288572, t = (nil)
NOT FOUND 6308090575186722365, t = (nil)
NOT FOUND 2360456698858073163, t = (nil)
NOT FOUND 6311421942562885980, t = (nil)
NOT FOUND 9009016777658303675, t = (nil)
NOT FOUND 4901641717100271350, t = (nil)
NOT FOUND 2083293314250913121, t = (nil)
NOT FOUND 216398134470140093, t = (nil)
NOT FOUND 190215244682380234, t = (nil)
NOT FOUND 1631139858849612024, t = (nil)
NOT FOUND 9063659955449751151, t = (nil)
NOT FOUND 5604489933687814162, t = (nil)
NOT FOUND 74286697729952985, t = (nil)
NOT FOUND 2083116040629846640, t = (nil)
NOT FOUND 8866492222032188520, t = (nil)
NOT FOUND 7976166516369435440, t = (nil)
NOT FOUND 7874422484331220419, t = (nil)
NOT FOUND 1346038355994810518, t = (nil)
NOT FOUND 2511313274380700814, t = (nil)
NOT FOUND 703872395838164518, t = (nil)
NOT FOUND 3497983518023869857, t = (nil)
NOT FOUND 2892057587520438392, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 4299811246595996351, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 7593346551225312580, t = (nil)
NOT FOUND 1313187609695532455, t = (nil)
NOT FOUND 6566221532328609774, t = (nil)
NOT FOUND 2178989179726829702, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 235645211360217510, t = (nil)
NOT FOUND 8615197491974744127, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 643712150568058318, t = (nil)
NOT FOUND 8561208333054941264, t = (nil)
NOT FOUND 3988557787317474352, t = (nil)
NOT FOUND 3508057545166416669, t = (nil)
NOT FOUND 6703046226023129404, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 6661957836196896334, t = (nil)
NOT FOUND 7781721733528844546, t = (nil)
NOT FOUND 2635632897063160895, t = (nil)
NOT FOUND 7079457926110164311, t = (nil)
NOT FOUND 4503261746837092261, t = (nil)
NOT FOUND 9152358580275354673, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7168474199728815315, t = (nil)
NOT FOUND 4261058469187449824, t = (nil)
NOT FOUND 253026484274472329, t = (nil)
NOT FOUND 29686983007950570, t = (nil)
NOT FOUND 2097010779211921358, t = (nil)
NOT FOUND 1392810757181599370, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 1471035369317159286, t = (nil)
NOT FOUND 6723947126113773653, t = (nil)
NOT FOUND 1416367302076923939, t = (nil)
NOT FOUND 1958748691855327779, t = (nil)
NOT FOUND 3497351788151977701, t = (nil)
NOT FOUND 8976397414559837966, t = (nil)
NOT FOUND 2471445810414138971, t = (nil)
NOT FOUND 8909058757245982043, t = (nil)
NOT FOUND 1003547817390274421, t = (nil)
NOT FOUND 8967585529892630517, t = (nil)
NOT FOUND 2510992468114168816, t = (nil)
NOT FOUND 4713692703415914739, t = (nil)
NOT FOUND 6026936322801507107, t = (nil)
NOT FOUND 2335327865692352764, t = (nil)
NOT FOUND 6308836901665094703, t = (nil)
NOT FOUND 4104805456681397915, t = (nil)
NOT FOUND 248319173356149183, t = (nil)
NOT FOUND 4833148664521044498, t = (nil)
NOT FOUND 6797614591683689286, t = (nil)
NOT FOUND 8767555136366782719, t = (nil)
NOT FOUND 658880593674769395, t = (nil)
NOT FOUND 6279450757637956448, t = (nil)
NOT FOUND 6516898673943179749, t = (nil)
NOT FOUND 1424539032323856370, t = (nil)
NOT FOUND 8236715915957323691, t = (nil)
NOT FOUND 1479025687848306387, t = (nil)
NOT FOUND 6068272592663654860, t = (nil)
NOT FOUND 7911430383313818546, t = (nil)
NOT FOUND 7141440059023209618, t = (nil)
NOT FOUND 8845339540739358178, t = (nil)
NOT FOUND 7825196543782507565, t = (nil)
NOT FOUND 8978857877048864672, t = (nil)
NOT FOUND 5697923798426647702, t = (nil)
NOT FOUND 4020002247619101014, t = (nil)
NOT FOUND 405722052077927269, t = (nil)
NOT FOUND 1219032100304616006, t = (nil)
NOT FOUND 3018313008462843960, t = (nil)
NOT FOUND 4190375245312743117, t = (nil)
NOT FOUND 7396833749095843934, t = (nil)
NOT FOUND 9038920812314458863, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 6569011465914778715, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 6537385580703592562, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6024923013531597743, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 8169869932710320620, t = (nil)
NOT FOUND 8809796961300517901, t = (nil)
NOT FOUND 171867257249249744, t = (nil)
NOT FOUND 5776144733345370633, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 3348873514816154245, t = (nil)
NOT FOUND 6104767930746812551, t = (nil)
NOT FOUND 508324239364044448, t = (nil)
NOT FOUND 6160791015417186653, t = (nil)
NOT FOUND 8591973047109089327, t = (nil)
NOT FOUND 200612765371643293, t = (nil)
NOT FOUND 4344504629625520320, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 4912667823998619748, t = (nil)
NOT FOUND 2752708481598675430, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7082574718509714967, t = (nil)
NOT FOUND 114125516366340043, t = (nil)
NOT FOUND 263026095815304965, t = (nil)
NOT FOUND 1423156667453887791, t = (nil)
NOT FOUND 8825562123526548679, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2189757287306005532, t = (nil)
NOT FOUND 4297482600838660298, t = (nil)
NOT FOUND 6683628862680275618, t = (nil)
NOT FOUND 2738661789146960563, t = (nil)
NOT FOUND 5811863730024599041, t = (nil)
NOT FOUND 7728160044700146960, t = (nil)
NOT FOUND 3003215581723499770, t = (nil)
NOT FOUND 8115135631735694790, t = (nil)
NOT FOUND 8717765802538481609, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 3731395260534907040, t = (nil)
NOT FOUND 3580480616885948960, t = (nil)
NOT FOUND 6616780876845402630, t = (nil)
NOT FOUND 8899205001225532912, t = (nil)
NOT FOUND 8616529972786395052, t = (nil)
NOT FOUND 345107174658209013, t = (nil)
NOT FOUND 6203893980414902632, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 8071009562179285582, t = (nil)
NOT FOUND 8569051764074641311, t = (nil)
NOT FOUND 6488212372314748837, t = (nil)
NOT FOUND 3117848083996560741, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 5275426298443701631, t = (nil)
NOT FOUND 2223876788695159569, t = (nil)
NOT FOUND 6156562659844342030, t = (nil)
NOT FOUND 2694006500613811292, t = (nil)
NOT FOUND 6339288320153560895, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 788330159868052856, t = (nil)
NOT FOUND 8970889845842761164, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 4194494994930091425, t = (nil)
NOT FOUND 6585032993026688064, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 2839265282414804902, t = (nil)
NOT FOUND 6071306905949592403, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 1275881690784171410, t = (nil)
NOT FOUND 9091346508735429702, t = (nil)
NOT FOUND 1907686613991920870, t = (nil)
NOT FOUND 409882389664285138, t = (nil)
NOT FOUND 4712814598514335693, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 3535220056897645553, t = (nil)
NOT FOUND 7096996627727449206, t = (nil)
NOT FOUND 6096584130957758775, t = (nil)
NOT FOUND 5592059349986624363, t = (nil)
NOT FOUND 7061830537903611331, t = (nil)
NOT FOUND 4701355204362150637, t = (nil)
NOT FOUND 6335738504547541558, t = (nil)
NOT FOUND 3468595797281348235, t = (nil)
NOT FOUND 3896312258137903311, t = (nil)
NOT FOUND 1120349082304317882, t = (nil)
NOT FOUND 2926176251277267982, t = (nil)
NOT FOUND 6299043558892096444, t = (nil)
NOT FOUND 6587798605566583453, t = (nil)
NOT FOUND 6484809934095596892, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6152716428961112041, t = (nil)
NOT FOUND 398221814713888112, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6899993298757406877, t = (nil)
NOT FOUND 5021991197097285202, t = (nil)
NOT FOUND 4264738200599778395, t = (nil)
NOT FOUND 9005472597617691704, t = (nil)
NOT FOUND 3099070180486690637, t = (nil)
NOT FOUND 1856783453571986130, t = (nil)
NOT FOUND 8085994125883243767, t = (nil)
NOT FOUND 5424460794577578920, t = (nil)
NOT FOUND 931993655892396207, t = (nil)
NOT FOUND 44728690322761052, t = (nil)
NOT FOUND 6243231178713791102, t = (nil)
NOT FOUND 5579331890243587788, t = (nil)
NOT FOUND 382442671790353149, t = (nil)
NOT FOUND 3105989639589276803, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 231202625880652753, t = (nil)
NOT FOUND 5460866490926268033, t = (nil)
NOT FOUND 6005928671624830799, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 5130864900631612585, t = (nil)
NOT FOUND 1155777617407884615, t = (nil)
NOT FOUND 2881796604855639188, t = (nil)
NOT FOUND 8182454588396645523, t = (nil)
NOT FOUND 2470303869692858737, t = (nil)
NOT FOUND 200612765371643293, t = (nil)
NOT FOUND 7709018319555162085, t = (nil)
NOT FOUND 1422566730822900221, t = (nil)
NOT FOUND 3270124326714653991, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 919136757452028591, t = (nil)
NOT FOUND 4362066812424333679, t = (nil)
NOT FOUND 1037651541013603235, t = (nil)
NOT FOUND 2515339025882689213, t = (nil)
NOT FOUND 7569303099158618331, t = (nil)
NOT FOUND 3063735640043895822, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 4811968299359589719, t = (nil)
NOT FOUND 6257378019699683002, t = (nil)
NOT FOUND 6487781813426465382, t = (nil)
NOT FOUND 4572795983461340687, t = (nil)
NOT FOUND 5995693466850303540, t = (nil)
NOT FOUND 4609170443770025888, t = (nil)
NOT FOUND 83774537129251166, t = (nil)
NOT FOUND 8420313902143191656, t = (nil)
NOT FOUND 6239707194299049838, t = (nil)
NOT FOUND 3889493069331954890, t = (nil)
NOT FOUND 4953268571018671606, t = (nil)
NOT FOUND 4503261746837092261, t = (nil)
NOT FOUND 3451552325721327384, t = (nil)
NOT FOUND 8267169313479504457, t = (nil)
NOT FOUND 368649035539400320, t = (nil)
NOT FOUND 6172673244226832831, t = (nil)
NOT FOUND 5935334486098711319, t = (nil)
NOT FOUND 7481258163184927125, t = (nil)
NOT FOUND 5705798619350829529, t = (nil)
NOT FOUND 7893858400137313174, t = (nil)
NOT FOUND 2559826593440482903, t = (nil)
NOT FOUND 2244331447527434947, t = (nil)
NOT FOUND 7827606604699326977, t = (nil)
NOT FOUND 8267169313479504457, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6058127083633813444, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2584306388727780545, t = (nil)
NOT FOUND 8927564377846843974, t = (nil)
NOT FOUND 2518895954336068752, t = (nil)
